Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Zipfizz Corp,78759,03/17/2022,100,"10401 RESEARCH BLVD
AUSTIN, TX 78759
(30.39697, -97.74514)",11330083,Routine Inspection
Burnet Jr. High,78757,02/27/2023,98,"8401 HATHAWAY DR
AUSTIN, TX 78757
(30.36372, -97.72604)",2800200,Routine Inspection
P. Terry's Burger Stand,78759,07/18/2024,91,"12018 RESEARCH BLVD
AUSTIN, TX 78759
(30.42478, -97.75194)",11057696,Routine Inspection
Austin Manna Restaurant,78752,05/18/2022,72,"6808 N LAMAR BLVD
AUSTIN, TX 78752
(30.33613, -97.72065)",12185712,Routine Inspection
BC - Vitality Bowls Superfood Cafe,78738,06/14/2024,89,"3620 S FM 620 RD
BEE CAVE, TX 78738
(30.31909, -97.95274)",12400467,Routine Inspection
El Jacalito,78741,09/09/2024,87,"2030 E OLTORF ST
AUSTIN, TX 78741
(30.23041, -97.73181)",11452574,Routine Inspection
Sonic Drive-In #1560,78757,02/14/2024,97,"7708 BURNET RD
AUSTIN, TX 78757
(30.35382, -97.73289)",12393987,Routine Inspection
La Tapatia,78750,08/04/2022,80,"13450 N US 183 HWY
AUSTIN, TX 78750
(30.44825, -97.78987)",12186218,Routine Inspection
"Kolache Factory, INC",78727,07/14/2022,70,"4101 W PARMER LN
AUSTIN, TX 78727
(30.4256, -97.71678)",11575122,Routine Inspection
Donut Taco Palace II,78748,03/29/2024,86,"1807 W SLAUGHTER LN
AUSTIN, TX 78748
(30.1716, -97.82354)",10639746,Routine Inspection
"Crossmark, Inc. # 4720",78735,01/04/2023,98,"4970 W US 290 HWY
AUSTIN, TX 78735
(30.23428, -97.81893)",12133998,Routine Inspection
Dolce Neve,78702,03/29/2022,97,"1109 E 5TH ST
AUSTIN, TX 78702
(30.2637, -97.73143)",12186439,Routine Inspection
"Austin Winery, The",78745,01/25/2024,95,"440 E ST ELMO RD
AUSTIN, TX 78745
(30.21515, -97.76228)",11702372,Routine Inspection
PF - Mott Elementary School,78660,01/27/2023,100,"20101 HODDE LN
PFLUGERVILLE, TX 78660
(30.46352, -97.54732)",12392622,Routine Inspection
Sam's Club #6188 - Bakery,78717,12/01/2022,100,"10901 LAKELINE MALL DR
AUSTIN, TX 78717
(30.47334, -97.79528)",11293606,Routine Inspection
Pho Dan,78753,12/06/2022,79,"11220 N LAMAR BLVD
AUSTIN, TX 78753
(30.38095, -97.6872)",10044643,Routine Inspection
Austin Fresh Burger Far West,78731,04/19/2022,90,"7032 WOOD HOLLOW DR
AUSTIN, TX 78731
(30.35239, -97.75406)",12395700,Routine Inspection
PF - Pflugerville Taco-House,78660,06/02/2022,86,"104 N RAILROAD AVE
PFLUGERVILLE, TX 78660
(30.43963, -97.61996)",12392694,Routine Inspection
Super Moreliana-Meat Mkt.,78744,08/30/2024,92,"6112 S US 183 HWY
AUSTIN, TX 78744
(30.16776, -97.69239)",10726924,Routine Inspection
7-Eleven 36559H,78734,09/07/2022,84,"3636 N FM 620 RD
AUSTIN, TX 78734
(30.39807, -97.92816)",10874261,Routine Inspection
Lakehills Grocery,78733,12/19/2022,95,"1500 N CUERNAVACA DR
AUSTIN, TX 78733
(30.33855, -97.86484)",2801959,Routine Inspection
Costco #681 Retail,78759,03/17/2022,99,"10401 RESEARCH BLVD
AUSTIN, TX 78759
(30.39697, -97.74514)",2803772,Routine Inspection
Fuddruckers,78757,02/14/2023,96,"8023 BURNET RD
AUSTIN, TX 78757
(30.35902, -97.72971)",12396229,Routine Inspection
PF - Pflour Shop Bakery LLC,78660,06/21/2023,84,"20205 FM 685 RD
PFLUGERVILLE, TX 78660
(30.48383, -97.58443)",12392758,Routine Inspection
Hilton Garden Inn North Austin,78753,05/02/2023,87,"12400 N IH
AUSTIN, TX 78753",12396973,Routine Inspection
Bill Miller Bar-B-Q,78728,09/26/2024,85,"14718 N IH
SVRD SB AUSTIN, TX 78728",2801785,Routine Inspection
7-Eleven Convenience Store,78705,11/26/2024,93,"2600 GUADALUPE ST
AUSTIN, TX 78705
(30.29079, -97.74153)",10041113,Routine Inspection
Popham Elementary School,78617,10/23/2023,97,"7014 ELROY RD
AUSTIN, TX 78617
(30.15743, -97.64355)",2801056,Routine Inspection
Sonic Drive - In #1531,78723,08/01/2022,96,"6208 CAMERON RD
AUSTIN, TX 78723
(30.32014, -97.69729)",12393746,Routine Inspection
Kick Butt Coffee LLC,78752,03/30/2022,78,"5775 AIRPORT BLVD
AUSTIN, TX 78752
(30.3222, -97.71391)",10091957,Routine Inspection
7-Eleven Convenience Store #24008,78751,12/22/2023,86,"5101 N LAMAR BLVD
AUSTIN, TX 78751
(30.31879, -97.7305)",10155839,Routine Inspection
Snarf's,78704,11/21/2022,92,"1400 S 1ST ST
AUSTIN, TX 78704
(30.25045, -97.75477)",11585192,Routine Inspection
Cedar Door,78701,07/07/2022,83,"201 BRAZOS ST
AUSTIN, TX 78701
(30.26416, -97.74279)",2802060,Routine Inspection
PF - Weiss High School,78660,10/01/2024,99,"5201 WOLF PACK DR
PFLUGERVILLE, TX 78660
(30.42948, -97.56729)",12392648,Routine Inspection
MN - Taqueria Huentitan #2,78653,11/15/2023,70,"12401 TILLGANG PASS
MANOR, TX 78653
(30.34871, -97.56375)",12394241,Routine Inspection
"Saxon Pub, The",78704,08/02/2022,97,"1320 S LAMAR BLVD
AUSTIN, TX 78704
(30.25364, -97.76335)",2800222,Routine Inspection
Banquet,78704,01/18/2024,95,"208 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.26062, -97.74721)",12395285,Routine Inspection
PF - Los Amigos Meat (Kitchen),78660,10/25/2022,87,"15812 WINDERMERE DR
PFLUGERVILLE, TX 78660
(30.44739, -97.64897)",12186600,Routine Inspection
PF - Recs Hushpuppie Heaven,78660,11/30/2022,93,"200 E PECAN ST
PFLUGERVILLE, TX 78660
(30.43933, -97.61966)",12393475,Routine Inspection
OOB - Catering by Rosemary,78702,03/28/2022,87,"3504 E 4TH ST
AUSTIN, TX 78702
(30.2535, -97.70419)",11611166,Routine Inspection
Smokin' Oak Wood Fired Pizza & Taproom,78726,04/05/2023,89,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.42109, -97.84694)",12397406,Routine Inspection
Tapioca House,78705,06/24/2024,87,"1906 GUADALUPE ST
AUSTIN, TX 78705
(30.28274, -97.74239)",12395906,Routine Inspection
Starbucks Coffee Company #54430,78758,01/25/2023,98,"2711 W BRAKER LN
AUSTIN, TX 78758
(30.39093, -97.72235)",12392993,Routine Inspection
Popeye's #323 - Z & H Foods Inc.,78748,03/11/2022,93,"9718 MANCHACA RD
AUSTIN, TX 78748
(30.17522, -97.8236)",11637609,Routine Inspection
Keepers Coastal  Kitchen,78749,02/05/2024,85,"5701 W SLAUGHTER LN
AUSTIN, TX 78749
(30.20069, -97.87051)",12394776,Routine Inspection
Bread Basket - Chevron,78719,08/29/2023,84,"9401 S US 183 HWY
AUSTIN, TX 78719
(30.11479, -97.69476)",10174940,Routine Inspection
"Tavern, The",78703,07/29/2022,83,"922 W 12TH ST
AUSTIN, TX 78703
(30.27681, -97.7512)",11901972,Routine Inspection
Dairy Queen,78729,09/14/2022,92,"13301 N US 183 HWY
AUSTIN, TX 78729
(30.44826, -97.78298)",12392945,Routine Inspection
Burnet Food Mart,78756,12/16/2022,91,"5300 BURNET RD
AUSTIN, TX 78756
(30.32602, -97.73986)",2803497,Routine Inspection
TC - Hudson Bend Middle School,78734,02/07/2022,96,"15600 LARIAT TRL
AUSTIN, TX 78734
(30.39149, -97.93532)",2801494,Routine Inspection
Mariscos Los Jarochos,78753,09/10/2024,88,"9200 N LAMAR BLVD
AUSTIN, TX 78753
(30.36154, -97.69854)",11064474,Routine Inspection
"Cups and Cones, LLC",78732,01/10/2023,95,"2900 N QUINLAN PARK RD
AUSTIN, TX 78732
(30.36946, -97.89246)",10046868,Routine Inspection
Rutledge Elementary,78717,09/13/2024,100,"11501 STAKED PLAINS DR
AUSTIN, TX 78717
(30.49735, -97.7926)",2802396,Routine Inspection
El Alma Cafe y Cantina,78704,06/25/2024,75,"1025 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.26027, -97.75553)",10319839,Routine Inspection
PF - The Springs of Austin LLC,78660,05/30/2023,94,"1020 E WELLS BRANCH PKWY
PFLUGERVILLE, TX 78660
(30.42943, -97.63604)",12396357,Routine Inspection
Golden Corral Buffet and Grill,78753,01/23/2024,90,"12509 N LAMAR BLVD
AUSTIN, TX 78753
(30.40918, -97.67726)",11442877,Routine Inspection
Veracruz All Natural Prep,78741,01/24/2023,92,"2121 E OLTORF ST
AUSTIN, TX 78741
(30.23005, -97.73259)",12397403,Routine Inspection
New One Taco,78753,01/23/2023,96,"500 W CANYON RIDGE DR
AUSTIN, TX 78753
(30.406841, -97.672884)",12393569,Routine Inspection
LIfeWorks Restaurant Group - Micro Market,78741,04/13/2023,100,"2300 ORACLE WAY
AUSTIN, TX 78741
(30.24387, -97.72236)",12393759,Routine Inspection
Best Western Plus Austin Airport,78741,02/18/2022,90,"1805 AIRPORT COMMERCE DR
AUSTIN, TX 78741
(30.22068, -97.69129)",12394160,Routine Inspection
Capt Benny's Seafood,78751,09/22/2022,74,"5700 N IH
SVRD SB AUSTIN, TX 78751",2800445,Routine Inspection
Juiceland,78702,03/17/2022,84,"2601 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.25372, -97.71525)",11040160,Routine Inspection
ABIA - Parkside,78719,09/19/2023,89,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.20476, -97.66733)",12186318,Routine Inspection
MN - MargieRita,78653,09/06/2023,99,"10900 E US 290 HWY
MANOR, TX 78653
(30.3488, -97.56056)",12396279,Routine Inspection
Mikado Ryotei,78758,06/06/2023,79,"9033 RESEARCH BLVD
AUSTIN, TX 78758
(30.37325, -97.72481)",10617884,Follow-Up Inspection
Clint Small Middle School,78749,02/24/2022,100,"4801 MONTEREY OAKS BLVD
AUSTIN, TX 78749
(30.2332, -97.84069)",2801076,Routine Inspection
Countryside Donuts,78653,08/20/2024,94,"3400 E HOWARD LN
UNIT B AUSTIN, TX 78653
(30.38854, -97.61958)",12394028,Routine Inspection
Little City Cafe,78705,09/18/2024,98,"919 E 32ND ST
AUSTIN, TX 78705
(30.29081, -97.72665)",12394618,Routine Inspection
Laurel Mountain Elem School,78759,08/19/2022,96,"10111 D K RANCH RD
AUSTIN, TX 78759
(30.41431, -97.78165)",2800705,Routine Inspection
Cenote,78702,04/24/2023,84,"1010 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2603, -97.73377)",10651726,Routine Inspection
Texas NeuroRehab Center,78745,07/20/2022,95,"1106 W DITTMAR RD
AUSTIN, TX 78745
(30.18592, -97.80531)",10712668,Routine Inspection
Wing Daddy's Sauce House,78744,02/12/2024,71,"9811 S IH
SVRD NB AUSTIN, TX 78744",11596584,Follow-Up Inspection
Vaqueros Cafe,78746,03/14/2022,85,"1801 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.27086, -97.81718)",11745160,Routine Inspection
Hillcrest Elementary School,78744,09/23/2022,98,"6910 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.16546, -97.72988)",2801095,Routine Inspection
Papa John's Pizza #941,78759,04/19/2022,93,"5114 BALCONES WOODS DR
AUSTIN, TX 78759
(30.40793, -97.74664)",2801224,Routine Inspection
Westwood Country Club,78703,05/01/2024,83,"3808 W 35TH ST
AUSTIN, TX 78703
(30.31284, -97.77466)",2800194,Routine Inspection
E-Z Stop Groceries & Gas / Conoco,78723,02/28/2024,72,"5029 MANOR RD
AUSTIN, TX 78723
(30.29794, -97.68702)",10805076,Routine Inspection
Home Slice Pizza,78704,07/27/2022,99,"1415 S CONGRESS AVE
AUSTIN, TX 78704
(30.24914, -97.74947)",2802846,Routine Inspection
MN - Manor ISD Early College High School,78653,09/27/2024,93,"14832 N FM 973 RD
MANOR, TX 78653
(30.38011, -97.52804)",12399226,Routine Inspection
Mi Casita,78725,03/07/2022,93,"9809 FM 969 RD
AUSTIN, TX 78725
(30.26844, -97.62654)",11633987,Routine Inspection
Tiniest Bar in Texas,78703,04/14/2023,83,"817 W 5TH ST
AUSTIN, TX 78703
(30.26947, -97.75162)",10009008,Routine Inspection
Food Basket #6,78729,11/07/2024,90,"13201 POND SPRINGS RD
AUSTIN, TX 78729
(30.44584, -97.77806)",11550048,Routine Inspection
7 Days Food Store,78745,07/06/2023,90,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.21028, -97.78714)",2804068,Routine Inspection
Summer Moon Coffee Bar,78704,03/23/2023,93,"3115 S 1ST ST
AUSTIN, TX 78704
(30.23328, -97.765)",2802739,Routine Inspection
ABIA-Departure Lounge/Berry Austin,78719,04/25/2023,90,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.20476, -97.66733)",11864820,Routine Inspection
Residence Inn,78735,05/06/2022,99,"6000 W US 290 HWY
AUSTIN, TX 78735
(30.23618, -97.85156)",11663082,Routine Inspection
Giddy-Ups,78748,05/27/2022,100,"12000 MANCHACA RD
AUSTIN, TX 78748
(30.14432, -97.83367)",2801711,Routine Inspection
MN - Chokdee Restaurant,78653,07/03/2024,99,"11300 HWY 290 STE 160 MANOR
TX 78653
(30.34972, -97.5541)",11647869,Routine Inspection
Bandit Coffee,78703,02/28/2022,89,"706 N LAMAR BLVD
AUSTIN, TX 78703
(30.27325, -97.75343)",12394151,Routine Inspection
Escarpment Exxon,78749,01/13/2023,85,"6109 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.22932, -97.8645)",2803688,Routine Inspection
PF - Donut Palace,78660,12/21/2022,92,"100 12TH ST
PFLUGERVILLE, TX 78660
(30.44364, -97.63037)",12392712,Routine Inspection
Pho Thaison,78705,03/01/2024,75,"1908 GUADALUPE ST
AUSTIN, TX 78705
(30.28274, -97.7424)",12394093,Routine Inspection
Stinson's Bistro,78756,10/30/2023,84,"4416 BURNET RD
AUSTIN, TX 78756
(30.31517, -97.74173)",11078892,Routine Inspection
Thundercloud Subs,78703,07/08/2024,85,"2308 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.27788, -97.77224)",2800255,Routine Inspection
PF - Walgreens # 11568,78660,06/16/2023,100,"1821 FM 685 RD
PFLUGERVILLE, TX 78660
(30.45534, -97.60195)",12392479,Routine Inspection
ABIA Food and Fuel,78719,03/02/2023,78,"2901 SPIRIT OF TEXAS DR
AUSTIN, TX 78719
(30.21081, -97.66761)",11961522,Routine Inspection
Rain on 4th,78701,08/14/2023,88,"217 W 4TH ST
AUSTIN, TX 78701
(30.2668, -97.74564)",2802019,Routine Inspection
Fairmont Austin - Employee Cafeteria (Level 2),78701,08/12/2022,95,"101 RED RIVER ST
AUSTIN, TX 78701
(30.26204, -97.73881)",11853705,Routine Inspection
Cafe Blue III LLC,78701,02/28/2022,60,"340 E 2ND ST
AUSTIN, TX 78701
(30.26338, -97.74091)",11606337,Routine Inspection
Tortilleria Rio Grande,78753,11/15/2023,91,"900 E BRAKER LN
AUSTIN, TX 78753
(30.37671, -97.67346)",10239712,Routine Inspection
Mr. Gattis Pizza #106,78748,12/30/2022,100,"12110 MANCHACA RD
AUSTIN, TX 78748
(30.14245, -97.83395)",12393641,Routine Inspection
Grand Oriental Express Co. Ltd,78752,11/22/2024,74,"7517 CAMERON RD
AUSTIN, TX 78752
(30.32918, -97.68947)",11626719,Routine Inspection
Wienerschnitzel #816,78758,05/03/2023,95,"2512 W BRAKER LN
AUSTIN, TX 78758
(30.39099, -97.71954)",10676946,Routine Inspection
Wingstop Restaurant,78745,05/24/2022,85,"500 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19624, -97.78579)",2801921,Routine Inspection
"Hideout Theatre, The",78701,02/11/2022,81,"617 CONGRESS AVE
AUSTIN, TX 78701
(30.26869, -97.74259)",10793996,Routine Inspection
Tres Amigos,78723,04/29/2022,78,"7535 E US 290 HWY
AUSTIN, TX 78723
(30.324, -97.67432)",11577358,Routine Inspection
ABIA-Heart of Austin (Main Kitchen),78719,04/25/2023,93,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.20476, -97.66733)",12143458,Routine Inspection
"Beer Plant, The",78703,03/09/2023,76,"3110 WINDSOR RD
AUSTIN, TX 78703
(30.29656, -97.76789)",11547036,Routine Inspection
OOB - PF - Teapioca Lounge,78660,08/16/2022,91,"1713 FM 685 RD
PFLUGERVILLE, TX 78660
(30.45455, -97.60248)",12186652,Routine Inspection
C-Mart #10,78748,03/15/2023,85,"3008 W SLAUGHTER LN
AUSTIN, TX 78748
(30.17932, -97.84022)",2803805,Routine Inspection
Domino's,78705,10/14/2024,87,"1900 GUADALUPE ST
AUSTIN, TX 78705
(30.28189, -97.74248)",12186099,Routine Inspection
Pokeatery,78723,08/23/2022,83,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.30659, -97.71029)",11823154,Routine Inspection
LW - Brookdale Assisted Living Facility,78734,07/17/2024,84,"1915 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.34747, -97.97623)",10642459,Routine Inspection
O'Neill's Catering,78719,12/21/2023,92,"4321 EMMA BROWNING AVE
AUSTIN, TX 78719
(30.18633, -97.66314)",10433318,Routine Inspection
BC - Tony C's,78738,07/14/2022,88,"12800 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309414, -97.939901)",12393353,Routine Inspection
Travis Heights Elementary,78704,05/07/2024,99,"2010 ALAMEDA DR
AUSTIN, TX 78704
(30.24107, -97.74582)",2800308,Routine Inspection
ABIA - Einstein Bros Bagels and Caribou Coffee,78719,09/19/2023,94,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.20476, -97.66733)",12026206,Routine Inspection
Austin Vada Pav,78750,07/12/2023,95,"13096 N US 183 HWY
AUSTIN, TX 78750
(30.43878, -97.77892)",12397104,Routine Inspection
CVS / Pharmacy #11199,78728,01/09/2024,98,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.43581, -97.68452)",12393196,Routine Inspection
Cantaloupe Island Draft Cocktails,78752,05/18/2022,100,"1300 E ANDERSON LN
AUSTIN, TX 78752
(30.33584, -97.68806)",12395264,Routine Inspection
Lammes Candies,78613,07/27/2022,100,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47093, -97.80711)",2803607,Routine Inspection
Tarka Indian Kitchen,78757,12/06/2022,89,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.35566, -97.73392)",10758443,Routine Inspection
Eastside King,78758,01/15/2022,100,"11601 ROCK ROSE AVE
AUSTIN, TX 78758
(30.40164, -97.72256)",11478841,Follow-Up Inspection
First Class Child Development Center 3,78747,07/08/2024,96,"1901 NATIONAL PARK BLVD
AUSTIN, TX 78747
(30.15464, -97.78915)",11382999,Routine Inspection
Lucky Lime,78721,01/03/2022,95,"1023 SPRINGDALE RD
AUSTIN, TX 78721
(30.26708, -97.69333)",12185978,Routine Inspection
Anna's Food and Event Concessions,78744,06/30/2023,100,"3400 COMSOUTH DR
AUSTIN, TX 78744
(30.212, -97.71976)",12396430,Routine Inspection
Rudy,78726,05/12/2022,96,"7709 N FM 620 RD
AUSTIN, TX 78726
(30.41066, -97.84986)",12394578,Routine Inspection
Whataburger #1191,78754,11/07/2023,98,"1719 E PARMER LN
AUSTIN, TX 78754
(30.38605, -97.64812)",12395255,Routine Inspection
Thirsty Nickel,78701,08/31/2023,86,"325 E 6TH ST
AUSTIN, TX 78701
(30.26714, -97.7395)",10502087,Routine Inspection
Escuelita del Alma,78722,11/16/2022,98,"3109 N IH
AUSTIN, TX 78722",10215627,Routine Inspection
PF - HEB Food Store #479 (Grocery),78660,05/11/2022,99,"201 N FM
PFLUGERVILLE, TX 78660",12392409,Routine Inspection
CiCi's Pizza,78745,05/23/2024,83,"1901 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.20192, -97.80534)",10507223,Routine Inspection
MN - Subway,78653,10/10/2023,93,"11923 E US 290 HWY
MANOR, TX 78653
(30.34788, -97.54365)",11045391,Routine Inspection
Canopy Austin Hotel & Verbena Restaurant,78701,07/08/2024,89,"604 W 6TH ST
AUSTIN, TX 78701
(30.27023, -97.74866)",12393043,Routine Inspection
Flightpath Coffeehouse,78751,07/26/2023,98,"5011 DUVAL ST
AUSTIN, TX 78751
(30.31389, -97.72012)",2801741,Routine Inspection
Jersey Mike's Subs,78704,05/31/2022,95,"3005 S LAMAR BLVD
AUSTIN, TX 78704
(30.24117, -97.78391)",12394466,Routine Inspection
Epoch Coffee,78751,01/27/2022,87,"221 W NORTH LOOP BLVD
AUSTIN, TX 78751
(30.31876, -97.72447)",2802985,Routine Inspection
Panda Express #1289,78758,07/25/2022,92,"2501 W PARMER LN
AUSTIN, TX 78758
(30.41829, -97.70233)",10005272,Routine Inspection
Fresh Donuts,78725,09/07/2022,98,"14509 FM 969 RD
AUSTIN, TX 78725
(30.2471, -97.58225)",12392967,Routine Inspection
American YouthWorks,78744,12/12/2023,97,"1901 E BEN WHITE BLVD
SVRD EB AUSTIN, TX 78744
(30.21573, -97.74681)",12186155,Routine Inspection
ABIA- Starbucks,78719,04/04/2022,87,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.20476, -97.66733)",12186503,Routine Inspection
PF - Lone Star Kolaches,78660,02/17/2023,84,"2606 W PECAN ST
PFLUGERVILLE, TX 78660
(30.44922, -97.65456)",12392527,Routine Inspection
Valor Public Schools,78745,03/19/2024,92,"220 FOREMOST DR
AUSTIN, TX 78745
(30.17906, -97.77991)",12003629,Routine Inspection
Lucille,78701,10/23/2024,90,"77 RAINEY ST
AUSTIN, TX 78701
(30.25883, -97.73872)",10900344,Routine Inspection
"Upstairs Circus ATX, LLC",78701,08/02/2022,92,"234 W 2ND ST
AUSTIN, TX 78701
(30.26477, -97.74589)",11906798,Routine Inspection
Madam Mam,78705,10/31/2023,80,"510 W 26TH ST
AUSTIN, TX 78705
(30.29054, -97.74263)",11708918,Routine Inspection
Double Dave's Pizza Works,78758,10/16/2023,79,"11900 METRIC BLVD
AUSTIN, TX 78758
(30.39975, -97.70407)",11685038,Routine Inspection
McNeil High School,78729,02/16/2022,97,"5720 MC NEIL DR
AUSTIN, TX 78729
(30.4471, -97.73222)",2800690,Routine Inspection
Grey Rock Golf Club,78739,04/19/2024,90,"7401 SH
AUSTIN, TX 78739",11174208,Routine Inspection
7-Eleven Convenience Store #36273A,78731,07/29/2022,90,"3550 FAR WEST BLVD
AUSTIN, TX 78731
(30.35414, -97.75361)",11087894,Routine Inspection
Victorina's House Wings & More,78758,06/04/2024,95,"9306 N LAMAR BLVD
AUSTIN, TX 78758
(30.36198, -97.69844)",12395150,Routine Inspection
"Texas New Leaf, LLC.",78753,01/12/2024,96,"11711 N LAMAR BLVD
AUSTIN, TX 78753
(30.38762, -97.68364)",11523816,Routine Inspection
PF - Austin Achieve Public Schools Pflugerville,78660,05/09/2024,100,"1900 E PFENNIG LN
PFLUGERVILLE, TX 78660
(30.45141, -97.60347)",12398520,Routine Inspection
Jack in the Box #810,78757,11/08/2022,94,"7901 BURNET RD
AUSTIN, TX 78757
(30.35625, -97.73046)",10789764,Routine Inspection
Posse East,78705,08/29/2023,94,"2900 DUVAL ST
AUSTIN, TX 78705
(30.2913, -97.73452)",2800211,Routine Inspection
Jersey Mike's Subs,78751,07/07/2022,91,"4601 N LAMAR BLVD
AUSTIN, TX 78751
(30.3153, -97.73559)",11414167,Routine Inspection
El Huarache Mexican Restaurant,78728,04/11/2022,86,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.43581, -97.68452)",12094553,Routine Inspection
LW - Lupine Lane,78738,07/21/2022,99,"1001 HIGHLANDS BLVD
AUSTIN, TX 78738
(30.34958, -98.01171)",11111617,Routine Inspection
Chi'Lantro,78756,09/30/2022,91,"5222 BURNET RD
AUSTIN, TX 78756
(30.3243, -97.73995)",11300211,Routine Inspection
Shipley Donuts,78757,07/28/2022,84,"2113 W ANDERSON LN
AUSTIN, TX 78757
(30.35476, -97.72872)",10896718,Routine Inspection
Maudie's North Lamar,78753,06/02/2022,94,"10205 N LAMAR BLVD
AUSTIN, TX 78753
(30.3721, -97.6916)",2801690,Routine Inspection
OOB - ATX Donut,78728,01/18/2023,90,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.43581, -97.68452)",12395376,Routine Inspection
Green Pastures,78704,12/07/2022,94,"811 W LIVE OAK ST
AUSTIN, TX 78704
(30.2458, -97.76196)",11398803,Routine Inspection
Double Dave's Pizza,78660,06/20/2024,82,"1700 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.45628, -97.66059)",11936946,Routine Inspection
Johnny Carino's,78748,01/17/2023,91,"9500 S IH
AUSTIN, TX 78748",11792053,Routine Inspection
SV - Cruzteca Mexican Kitchen,78745,12/03/2024,88,"5207 BRODIE LN
SUNSET VALLEY, TX 78745
(30.23002, -97.81698)",11836354,Routine Inspection
Austin Wellness & Rehabilitation,78750,10/14/2022,93,"11406 RUSTIC ROCK DR
AUSTIN, TX 78750
(30.43002, -97.78252)",12157717,Routine Inspection
